PRT_ID,AREA,INT_SQFT,SALE_YEAR,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILD_YEAR,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,INF_PRICE,NO. YEARS PASSED,1+0.04,Z*AA
P03504,KK Nagar,1508,2011,15-03-2011,44,2,1,4,Partial,Yes,22-03-1982,1982,Others,AllPub,Gravel,RM,4.3,2.4,4.2,3.69,413081,167465,11164340,34817685.15,29,1.04,3.118651452
P09189,Anna Nagar,1864,2007,05-03-2007,184,2,,5,Family,Yes,07-03-1997,1997,Others,NoSewer ,Paved,RM,3.3,3.7,4.7,3.96,575606,124455,15556920,23028041.92,10,1.04,1.480244285
P02148,T Nagar,1803,2011,30-11-2011,56,2,1,5,Partial,Yes,05-12-1989,1989,Commercial,NoSewer ,No Access,RM,3.4,5,3.7,3.935,556915,185638,20626490,48883106.25,22,1.04,2.369918792
P08598,Chrompet,1200,2007,27-10-2007,69,1,1,3,Partial,Yes,30-10-1993,1993,Others,NoSewer ,No Access,RM,4.3,2.1,2.6,2.91,257288,133790,10291500,17821548.16,14,1.04,1.731676448
P07144,Chrompet,771,2009,08-02-2009,3,1,1,2,Normal Sale,Yes,10-02-2001,2001,House,ELO,Paved,RH,3.6,2.5,2,2.68,196113,37714,7542800,10322842.63,8,1.04,1.36856905
P07299,Velachery,1569,2008,26-12-2008,40,2,1,4,Partial,Yes,28-12-2002,2002,Others,NoSewer ,Gravel,A,4.1,4.8,3.6,4.27,285994,151934,8937320,11308560.97,6,1.04,1.265319018
P00998,Chrompet,1019,2013,10-03-2013,37,1,1,3,Normal Sale,Yes,14-03-1999,1999,House,NoSewer ,Gravel,RL,4.1,2.8,4.2,3.61,266239,49304,9860700,17075541.95,14,1.04,1.731676448
P03615,Anna Nagar,1968,2011,16-02-2011,136,2,1,5,Family,Yes,18-02-2002,2002,Commercial,AllPub,Paved,RL,3.6,4.1,3.7,3.765,903181,429011,22579530,32137711.77,9,1.04,1.423311812
P09788,Velachery,1693,2005,21-07-2005,134,2,1,4,Normal Sale,Yes,02-08-1957,1957,Others,ELO,Paved,A,4.5,2.2,2.9,2.99,310390,65345,8168160,53669125.96,48,1.04,6.570528242
P09362,Chrompet,932,2007,05-01-2007,58,1,1,3,Family,Yes,12-01-1977,1977,House,ELO,Gravel,RL,3.5,2.1,5,3.39,267741,142795,8924700,28946349.76,30,1.04,3.24339751
P09600,Velachery,1866,2006,06-08-2006,36,3,2,5,Partial,Yes,10-08-1988,1988,House,NoSewer ,No Access,RL,3.1,3.6,5,3.9,384325,131480,10113810,20488723.33,18,1.04,2.025816515
P08904,Velachery,1500,2007,26-06-2007,138,2,1,4,Adj Land,Yes,09-07-1952,1952,House,NoSewer ,No Access,I,4.8,2.2,2.5,2.94,292087,122984,7686500,66460299.33,55,1.04,8.64636692
P07994,KK Nagar,2491,2008,28-05-2008,137,4,2,6,Partial,Yes,05-06-1979,1979,Commercial,AllPub,Paved,RM,4.4,2.5,5,4.07,860696,420340,20016180,62423488.82,29,1.04,3.118651452
P01225,Chrompet,1178,2012,13-10-2012,82,1,1,3,Family,Yes,20-10-1984,1984,Commercial,ELO,No Access,RH,4.9,4.3,2.7,4,419707,114466,12718400,38138708.29,28,1.04,2.998703319
P04657,Karapakkam,1473,2010,24-07-2010,185,2,2,4,Ab Normal,Yes,26-07-2000,2000,Commercial,ELO,Gravel,I,3.8,3.3,4.7,4.01,592092,265837,12083500,17886531.82,10,1.04,1.480244285
P03360,Karapakkam,594,2011,08-04-2011,121,1,1,2,Partial,Yes,20-04-1963,1963,House,AllPub,Gravel,RL,2.1,4,3.4,3.19,241166,130360,6518000,42826703.08,48,1.04,6.570528242
P01437,T Nagar,1701,2012,06-05-2012,110,1,1,4,Partial,Yes,11-05-1993,1993,Commercial,AllPub,Gravel,RL,4.6,3.4,4.3,4.165,593367,368297,20460930,43108093.51,19,1.04,2.106849176
P00064,Anna Nagar,1684,2015,03-01-2015,82,1,1,4,Normal Sale,Yes,09-01-1990,1990,Commercial,AllPub,Paved,RL,2.5,4.5,2.4,2.96,735253,317947,19871700,52974699.83,25,1.04,2.665836331
P07854,Chrompet,1232,2008,11-07-2008,82,2,1,4,Normal Sale,Yes,17-07-1986,1986,House,NoSewer ,Gravel,RH,2.5,2.1,4.2,2.85,294453,98151,9815100,23260989.93,22,1.04,2.369918792
P06866,Adyar,907,2009,03-05-2009,6,1,1,3,Partial,Yes,12-05-1975,1975,House,NoSewer ,Gravel,A,4,3.1,2.7,3.17,206045,26586,6646610,25219340.93,34,1.04,3.794316341
P07780,KK Nagar,1702,2008,06-08-2008,18,2,1,4,Ab Normal,Yes,10-08-1992,1992,Commercial,NoSewer ,Gravel,RL,2.3,3.9,3.2,3.14,701843,389913,15596520,29211989.46,16,1.04,1.872981246
P09745,Velachery,1760,2005,01-10-2005,130,2,1,4,Partial,Yes,13-10-1957,1957,House,AllPub,No Access,A,3.1,4.7,3.5,3.94,211721,119975,7057360,46370583.19,48,1.04,6.570528242
P07794,Velachery,1956,2008,31-07-2008,98,3,2,5,Family,Yes,09-08-1973,1973,Others,ELO,No Access,A,3.4,3.1,3.5,3.3,294996,173527,8676350,34237649.24,35,1.04,3.946088994
P00297,Chrompet,714,2014,17-07-2014,105,1,1,2,Normal Sale,Yes,18-07-2008,2008,Others,NoSewer ,Gravel,RM,3.7,4.7,3.4,4.01,242292,145375,9691680,12263067.03,6,1.04,1.265319018
P02623,T Nagar,1848,2011,01-09-2011,11,2,1,5,Family,Yes,05-09-1992,1992,House,NoSewer ,Gravel,RL,3,4.8,3.4,3.63,529009,83528,13921280,29330037.3,19,1.04,2.106849176
P08017,Chrompet,1005,2008,20-05-2008,196,1,1,3,Normal Sale,Yes,26-05-1987,1987,Commercial,NoSewer ,Paved,RM,3.9,3,2.6,3.15,403493,161397,13449750,30648860.83,21,1.04,2.278768069
P00154,Chrompet,1294,2014,06-11-2014,80,2,1,4,Ab Normal,Yes,08-11-2005,2005,Others,ELO,Paved,RL,4.3,3.1,4.6,3.91,345883,100418,11157530,15880644.25,9,1.04,1.423311812
P05176,T Nagar,1653,2010,15-04-2010,98,1,1,4,Ab Normal,Yes,19-04-1994,1994,House,AllPub,Gravel,RL,4,4.3,4.3,4.21,528334,189658,13547020,25373314.4,16,1.04,1.872981246
P09973,Velachery,1841,2004,12-06-2004,8,3,2,5,Normal Sale,Yes,20-06-1972,1972,Commercial,NoSewer ,Paved,RL,2.1,4.3,3.3,3.45,571030,130521,16315140,57234469.58,32,1.04,3.508058747
P02553,T Nagar,1817,2011,12-09-2011,12,2,1,5,Normal Sale,Yes,18-09-1984,1984,Commercial,ELO,No Access,RH,4.4,4.6,4,4.27,593251,217525,19775040,57018728.93,27,1.04,2.883368576
P03161,KK Nagar,1337,2011,15-05-2011,85,2,1,4,Ab Normal,Yes,19-05-1992,1992,House,NoSewer ,Paved,RH,2.8,4.6,5,4.22,350199,78795,8754980,18445422.4,19,1.04,2.106849176
P08540,Velachery,1561,2007,13-11-2007,144,2,1,4,Adj Land,Yes,22-11-1970,1970,Others,ELO,Paved,A,4.5,5,4.4,4.7,295037,143304,8429640,35978460.97,37,1.04,4.268089856
P06413,Velachery,1562,2009,24-08-2009,11,2,1,4,Ab Normal,Yes,06-09-1958,1958,House,NoSewer ,Paved,RM,3.9,4.1,3,3.72,347943,178942,9941220,73475066.72,51,1.04,7.39095068
P06662,KK Nagar,2371,2009,01-07-2009,54,4,2,6,Normal Sale,Yes,08-07-1981,1981,Others,AllPub,Paved,RH,2.8,3.5,3,3.09,611145,241911,12732180,38180030.43,28,1.04,2.998703319
P03658,Karapakkam,1348,2011,06-02-2011,65,2,2,4,Adj Land,Yes,08-02-2003,2003,Commercial,AllPub,Gravel,I,3.6,3.9,3.5,3.65,531740,120850,12085000,16539156.97,8,1.04,1.36856905
P06164,KK Nagar,1933,2009,11-10-2009,165,3,2,5,Adj Land,Yes,16-10-1991,1991,Others,NoSewer ,Paved,RH,4.5,4.7,4.1,4.4,540069,293516,11740620,23784341.9,18,1.04,2.025816515
P07116,KK Nagar,2335,2009,18-02-2009,142,4,2,6,Ab Normal,Yes,22-02-1993,1993,Commercial,NoSewer ,Gravel,RH,3.3,3.9,2.5,3.16,750333,356408,18758320,35133981.56,16,1.04,1.872981246
P03709,Anna Nagar,1946,2011,27-01-2011,90,2,1,5,Partial,Yes,05-02-1975,1975,Others,ELO,No Access,RM,3.7,4.8,4.8,4.415,378470,247461,14556550,59739099.42,36,1.04,4.103932554
P07656,KK Nagar,1703,2008,11-09-2008,104,2,1,4,Adj Land,Yes,14-09-1998,1998,Commercial,AllPub,Paved,RM,2.5,2.5,3.9,3.06,505021,342111,16291000,24114659.65,10,1.04,1.480244285
P09180,Chrompet,1226,2007,07-03-2007,91,2,1,4,Ab Normal,Yes,17-03-1967,1967,House,NoSewer ,No Access,RM,4.7,4.5,4.9,4.68,325538,138107,9864800,47361108.29,40,1.04,4.801020628
P04911,Chrompet,1062,2010,05-06-2010,105,1,1,3,Adj Land,Yes,07-06-2002,2002,Others,AllPub,No Access,RL,3.3,2.3,3.1,2.84,269653,129833,9987140,13668090.71,8,1.04,1.36856905
P00332,Chrompet,870,2014,28-06-2014,131,1,1,3,Partial,Yes,03-07-1993,1993,Others,ELO,Gravel,RL,4.2,3,3.2,3.42,266761,101185,9198650,20961589.9,21,1.04,2.278768069
P07572,Chrompet,1032,2008,29-09-2008,33,1,1,3,Family,Yes,30-09-2004,2004,Others,ELO,Paved,RM,2.8,4.4,3.7,3.71,315433,73601,10514440,12300407.64,4,1.04,1.16985856
P04557,Adyar,1015,2010,09-08-2010,69,1,1,3,Ab Normal,Yes,11-08-2000,2000,Commercial,AllPub,Gravel,A,4.1,4.3,3.8,3.99,398972,84630,12090050,17896227.42,10,1.04,1.480244285
P03463,Adyar,785,2011,22-03-2011,109,1,1,2,Partial,Yes,28-03-1987,1987,Commercial,NoSewer ,No Access,C,4.8,3.6,5,4.66,275570,115562,8889360,22786133.51,24,1.04,2.563304165
P00069,T Nagar,1884,2015,01-01-2015,99,2,1,5,Ab Normal,Yes,06-01-1996,1996,Others,NoSewer ,Gravel,RH,3.3,4.1,4,3.815,593790,178137,14844750,31275649.31,19,1.04,2.106849176
P04440,Adyar,852,2010,30-08-2010,55,1,1,3,Partial,Yes,03-09-1992,1992,Commercial,ELO,Gravel,C,2.4,4.2,4.7,3.91,415123,106442,10644170,21563135.38,18,1.04,2.025816515
P01820,Karapakkam,1155,2012,01-02-2012,97,1,1,3,Partial,Yes,04-02-1999,1999,Others,AllPub,Paved,I,2.7,2.3,2.6,2.54,240153,58219,7277375,12117364.32,13,1.04,1.665073507
P09708,Velachery,1831,2006,13-01-2006,64,3,2,5,Partial,Yes,20-01-1979,1979,House,ELO,Gravel,RL,4.4,2.4,3.3,3.17,423120,119342,10849240,31282357.69,27,1.04,2.883368576
P03060,Karapakkam,1389,2011,02-06-2011,17,2,2,4,Adj Land,Yes,09-06-1981,1981,Commercial,ELO,No Access,RH,3.6,3.2,2.8,3.16,505517,274738,10989500,35643316.94,30,1.04,3.24339751
P04054,KK Nagar,1402,2010,17-11-2010,70,2,1,4,Adj Land,Yes,23-11-1984,1984,House,AllPub,Gravel,RM,2.9,3.7,4.8,3.9,394564,263043,10960120,30386601.54,26,1.04,2.772469785
P00358,Chrompet,1220,2014,09-06-2014,114,2,1,4,Partial,Yes,14-06-1995,1995,House,NoSewer ,No Access,RL,3.4,2.6,2.7,2.87,229781,55148,9191250,19364577.49,19,1.04,2.106849176
P00741,Anna Nagar,1616,2013,26-08-2013,76,1,1,4,Adj Land,Yes,28-08-2004,2004,Others,NoSewer ,Paved,RM,3.4,4.3,4.4,4.025,484216,132059,14673210,20884553.12,9,1.04,1.423311812
P08253,Velachery,1769,2008,08-03-2008,50,2,1,4,Ab Normal,Yes,10-03-2001,2001,House,ELO,Gravel,A,3.5,3.6,5,4,341756,143897,8993590,11834950.89,7,1.04,1.315931779
P08250,Chrompet,1264,2008,09-03-2008,44,2,1,4,Adj Land,Yes,11-03-2001,2001,House,NoSewer ,No Access,RH,2.6,3.5,3.4,3.2,302485,160695,9452650,12439042.53,7,1.04,1.315931779
P09863,Velachery,1941,2005,20-01-2005,85,3,2,5,Ab Normal,Yes,22-01-1997,1997,House,ELO,No Access,RH,2,2.8,5,3.26,343222,90853,10094760,13815376.11,8,1.04,1.36856905
P04323,Karapakkam,1650,2010,22-09-2010,110,2,2,4,Partial,Yes,27-09-1991,1991,Others,AllPub,Gravel,I,3.2,2.7,3.1,3.01,371520,213624,9288000,19568415.15,19,1.04,2.106849176
P06632,T Nagar,1639,2009,10-07-2009,140,1,1,4,Family,Yes,20-07-1969,1969,Others,NoSewer ,Gravel,RL,4.4,2.7,3.2,3.435,546721,150348,13668020,65620445.96,40,1.04,4.801020628
P09891,Velachery,1908,2004,24-11-2004,144,3,2,5,Partial,Yes,04-12-1964,1964,Commercial,NoSewer ,No Access,RM,5,3.8,2.6,3.74,583999,275777,16222200,77883116.83,40,1.04,4.801020628
P09358,Chrompet,1142,2007,07-01-2007,131,1,1,3,Ab Normal,Yes,09-01-1999,1999,Others,NoSewer ,Gravel,RM,2.2,3.3,4.9,3.45,338069,128233,11657540,15954148.45,8,1.04,1.36856905
P08164,Chrompet,949,2008,04-04-2008,163,1,1,3,Normal Sale,Yes,12-04-1979,1979,Others,ELO,Paved,RH,2.4,2.3,2.4,2.36,278681,92894,8444880,26336637.27,29,1.04,3.118651452
P02604,Karapakkam,1316,2011,03-09-2011,183,1,1,3,Family,Yes,11-09-1979,1979,Commercial,ELO,Paved,A,2.6,2.6,2.6,2.6,300696,106128,8844000,31025271.56,32,1.04,3.508058747
P06983,KK Nagar,2060,2009,01-04-2009,197,3,2,5,Family,Yes,08-04-1980,1980,Commercial,AllPub,Gravel,RM,2.5,3.7,2.5,2.86,883743,396783,18035580,56246687.75,29,1.04,3.118651452
P09825,Velachery,1634,2005,19-04-2005,198,2,1,4,Normal Sale,Yes,23-04-1988,1988,House,ELO,No Access,RH,4.3,3.1,4.3,3.76,278316,179559,8977940,17488133.78,17,1.04,1.947900496
P06215,Anna Nagar,1542,2009,05-10-2009,52,1,1,4,Partial,Yes,11-10-1987,1987,Others,NoSewer ,No Access,RH,3.6,3,3.1,3.25,331870,80107,11443800,27120876.67,22,1.04,2.369918792
P03780,Adyar,795,2011,12-01-2011,9,1,1,2,Family,Yes,19-01-1981,1981,Others,NoSewer ,No Access,C,4.8,2.5,4.1,3.99,193854,37520,6253350,20282099.82,30,1.04,3.24339751
P08578,Chrompet,999,2007,02-11-2007,118,1,1,3,Ab Normal,Yes,09-11-1976,1976,Commercial,NoSewer ,No Access,RH,4.2,4.7,4.2,4.4,287166,126353,11486650,38746002.89,31,1.04,3.37313341
P06774,Chrompet,1002,2009,29-05-2009,132,1,1,3,Adj Land,Yes,05-06-1983,1983,Others,NoSewer ,Paved,RH,5,4.7,3.2,4.34,269568,102250,9295440,25771326.54,26,1.04,2.772469785
P08249,Velachery,1873,2008,10-03-2008,178,3,2,5,Ab Normal,Yes,20-03-1969,1969,House,AllPub,Gravel,RL,3.1,4.6,3.6,3.93,353261,91164,11395530,52605937.11,39,1.04,4.616365988
P05529,KK Nagar,1942,2010,08-02-2010,182,3,2,5,Normal Sale,Yes,14-02-1988,1988,Commercial,AllPub,Gravel,RH,2.6,4.3,2.4,3.03,757649,131765,16470640,39034079.24,22,1.04,2.369918792
P01316,Anna Nagar,1677,2012,13-08-2012,119,1,1,4,Partial,Yes,15-08-2007,2007,House,NoSewer ,No Access,RH,4.4,3.8,2.1,3.33,363866,90966,11370800,13834316.82,5,1.04,1.216652902
P05480,KK Nagar,2453,2010,17-02-2010,165,4,2,6,Family,Yes,19-02-2004,2004,Others,AllPub,Paved,RL,3.2,2.7,3.4,3.13,499204,318936,13866780,17545900.46,6,1.04,1.265319018
P05607,Adyar,854,2010,26-01-2010,54,1,1,3,Normal Sale,Yes,04-02-1976,1976,Commercial,NoSewer ,Gravel,RH,4.9,2.4,2.4,3.15,441832,71648,11941410,45309487.09,34,1.04,3.794316341
P07571,Chrompet,813,2008,29-09-2008,107,1,1,3,Partial,Yes,07-10-1977,1977,Commercial,NoSewer ,Paved,RH,2.9,4.8,4,3.99,336386,73584,10512050,35458547.07,31,1.04,3.37313341
P06247,Karapakkam,1246,2009,29-09-2009,83,1,1,3,Normal Sale,Yes,07-10-1979,1979,Commercial,NoSewer ,No Access,A,2.2,3.8,2.5,2.8,251178,170153,8102500,26279628.32,30,1.04,3.24339751
P04320,KK Nagar,1410,2010,23-09-2010,19,2,1,4,Normal Sale,Yes,29-09-1984,1984,House,NoSewer ,Gravel,RL,3,3.5,2.2,2.83,353611,88403,9822520,27232639.91,26,1.04,2.772469785
P02600,Velachery,1727,2011,04-09-2011,14,2,1,4,Ab Normal,Yes,13-09-1975,1975,Commercial,AllPub,Paved,RL,4.2,3.3,4,3.74,513631,295727,15564570,63875945.51,36,1.04,4.103932554
P07320,Anna Nagar,1623,2008,21-12-2008,183,1,1,4,Adj Land,Yes,29-12-1979,1979,House,AllPub,No Access,RM,4.2,3.1,4,3.845,323228,116362,12929130,40321450.05,29,1.04,3.118651452
P00716,Anna Nagar,1684,2013,21-09-2013,5,1,1,4,Adj Land,Yes,02-10-1971,1971,House,NoSewer ,Paved,RL,3.4,2.9,3.4,3.275,416027,100855,12606890,65464855.56,42,1.04,5.192783911
P02011,Anna Nagar,1671,2011,27-12-2011,20,1,1,4,Family,Yes,30-12-1997,1997,Commercial,NoSewer ,No Access,RH,3.7,4.3,4.3,4.09,538489,167117,18568580,32154772.65,14,1.04,1.731676448
P08915,Chrompet,1279,2007,21-06-2007,56,2,1,4,Family,Yes,30-06-1969,1969,Others,ELO,No Access,RH,5,4.2,4.1,4.41,298027,27940,9313330,41340134.47,38,1.04,4.43881345
P09568,Velachery,1543,2006,28-09-2006,42,2,1,4,Ab Normal,Yes,09-10-1963,1963,Others,ELO,Paved,C,4.9,2.9,4.2,3.79,284890,117308,8379110,45251343.9,43,1.04,5.400495268
P07542,KK Nagar,2454,2008,10-10-2008,184,4,2,6,Ab Normal,Yes,15-10-1988,1988,Commercial,NoSewer ,Gravel,RL,3.8,2.7,2.8,3.07,852466,475795,19824800,43438578.09,20,1.04,2.191123143
P01907,Karapakkam,1187,2012,16-01-2012,60,1,1,3,Family,Yes,23-01-1984,1984,Commercial,NoSewer ,Gravel,RM,2,3.9,4.6,3.61,532532,302575,12103000,36293306.27,28,1.04,2.998703319
P03113,Karapakkam,1409,2011,24-05-2011,116,2,2,4,Normal Sale,Yes,27-05-1996,1996,Others,ELO,Gravel,RH,3.8,3.1,4.8,3.99,409470,130286,9306125,16759805.38,15,1.04,1.800943506
P04462,Chrompet,1113,2010,26-08-2010,160,1,1,3,Adj Land,Yes,29-08-1997,1997,Commercial,NoSewer ,Gravel,RH,2.1,2.6,3.8,2.81,436410,183011,14077750,23440488.57,13,1.04,1.665073507
P07555,Adyar,1027,2008,04-10-2008,14,1,1,3,Ab Normal,Yes,06-10-2000,2000,Commercial,AllPub,No Access,A,2.9,3.2,3.8,3.41,352257,99072,11008020,15065235.48,8,1.04,1.36856905
P04758,Karapakkam,1681,2010,03-07-2010,2,2,2,4,Adj Land,Yes,15-07-1963,1963,Others,AllPub,Gravel,A,2.9,2,4.4,3.23,394758,205603,8224125,51958505.36,47,1.04,6.317815617
P06999,Chrompet,762,2009,28-03-2009,133,1,1,2,Family,Yes,02-04-1990,1990,Others,AllPub,Gravel,RL,2.5,2.1,2.4,2.31,252022,126011,9000790,18963306.99,19,1.04,2.106849176
P06853,KK Nagar,2423,2009,06-05-2009,164,4,2,6,Family,Yes,13-05-1982,1982,Commercial,AllPub,Gravel,RL,3.7,3,2.4,2.97,981117,451314,19622340,56578438.55,27,1.04,2.883368576
P09953,Velachery,1971,2004,13-07-2004,150,3,2,5,Adj Land,Yes,22-07-1968,1968,Commercial,ELO,Gravel,RM,3,2.4,3.4,2.85,545137,363424,18171220,74573461.3,36,1.04,4.103932554
P00707,Chrompet,851,2013,02-10-2013,7,1,1,3,Family,Yes,04-10-2005,2005,Commercial,NoSewer ,Paved,RM,5,3.1,2.7,3.55,326565,200963,12560200,17189500.99,8,1.04,1.36856905
P01580,Anna Nagar,1858,2012,15-03-2012,18,2,1,5,Normal Sale,Yes,20-03-1993,1993,House,NoSewer ,Paved,RL,2.1,4.1,5,3.76,384148,137196,13719580,28905085.82,19,1.04,2.106849176
P02927,Adyar,1144,2011,28-06-2011,81,1,1,3,Partial,Yes,02-07-1993,1993,House,AllPub,No Access,RH,4.3,2.1,3.1,3.26,305818,96114,8737670,17700916.19,18,1.04,2.025816515
P07834,KK Nagar,1308,2008,19-07-2008,197,1,1,3,Partial,Yes,23-07-1993,1993,Commercial,NoSewer ,Paved,RH,4.5,3.2,4,3.91,569333,213500,11861100,21361171.01,15,1.04,1.800943506
P01062,Chrompet,1096,2013,16-01-2013,179,1,1,3,Adj Land,Yes,26-01-1973,1973,Others,NoSewer ,Gravel,RH,3.4,4.8,3.7,4.05,261033,90357,10039720,48200902.82,40,1.04,4.801020628
P04075,T Nagar,1881,2010,13-11-2010,140,2,1,5,Normal Sale,Yes,24-11-1967,1967,Commercial,ELO,Paved,RL,2.1,2.4,3.6,2.85,611255,337244,21077760,113830343.1,43,1.04,5.400495268
P09276,Anna Nagar,1601,2007,05-02-2007,142,1,1,4,Adj Land,Yes,13-02-1974,1974,Commercial,ELO,Paved,RL,2.7,3.5,4.9,3.78,708471,134035,19147860,69858690.47,33,1.04,3.648381097
P05905,Karapakkam,1089,2009,01-12-2009,160,1,1,3,Partial,Yes,03-12-2003,2003,House,ELO,Gravel,RL,3.7,4.7,4.6,4.36,253170,109707,8439000,10678027.2,6,1.04,1.265319018
P04851,Velachery,1528,2010,18-06-2010,180,2,1,4,Family,Yes,01-07-1958,1958,House,NoSewer ,Paved,RH,3.9,3.2,3.3,3.41,311169,138297,8643590,66439721.28,52,1.04,7.686588707
P07137,T Nagar,1512,2009,10-02-2009,163,1,1,4,Ab Normal,Yes,20-02-1972,1972,House,AllPub,No Access,RL,3.4,2.3,3.8,3.305,295274,204420,11356690,48471373.39,37,1.04,4.268089856
P07864,Adyar,711,2008,09-07-2008,63,1,1,2,Partial,Yes,15-07-1987,1987,Commercial,AllPub,No Access,C,2.8,3,2.8,2.84,268634,109133,8394815,19129836.37,21,1.04,2.278768069
P02087,Karapakkam,866,2011,12-12-2011,111,1,1,2,Ab Normal,Yes,21-12-1973,1973,Commercial,AllPub,Paved,RM,2.8,2.8,2.1,2.52,447971,136339,9738500,43227384.79,38,1.04,4.43881345
P01543,Adyar,1082,2012,21-03-2012,64,1,1,3,Ab Normal,Yes,28-03-1984,1984,Commercial,NoSewer ,Gravel,RM,4.4,2.4,3.2,3.4,502993,106696,15242220,45706895.71,28,1.04,2.998703319
P05674,Karapakkam,684,2010,14-01-2010,123,1,1,2,Partial,Yes,18-01-1996,1996,House,AllPub,Paved,A,3.6,2.9,2.5,2.95,171191,70232,4389500,7601193.767,14,1.04,1.731676448
P01091,Chrompet,913,2013,01-01-2013,59,1,1,3,Partial,Yes,11-01-1974,1974,Commercial,ELO,No Access,RM,4,4.8,3.5,4.17,347912,57985,11597050,53536227.19,39,1.04,4.616365988
P06354,Karapakkam,624,2009,07-09-2009,94,1,1,2,Family,Yes,19-09-1960,1960,Others,ELO,Paved,RL,4.5,4.3,2.2,3.52,282429,67537,6139750,41955056.8,49,1.04,6.833349371
P02393,KK Nagar,1822,2011,14-10-2011,62,3,2,5,Partial,Yes,20-10-1985,1985,Commercial,AllPub,Paved,RL,4.2,2.1,2.8,3.01,620229,248092,15505720,42989140.19,26,1.04,2.772469785
P03943,KK Nagar,1990,2010,08-12-2010,192,3,2,5,Ab Normal,Yes,10-12-2002,2002,Others,AllPub,Paved,RH,3.1,2.8,4.2,3.45,506581,153152,11780960,16123057.24,8,1.04,1.36856905
P04959,Adyar,1231,2010,27-05-2010,139,2,2,4,Family,Yes,05-06-1974,1974,Others,ELO,No Access,RM,3.6,4.4,4.8,4.36,379447,97572,10841340,44492128.15,36,1.04,4.103932554
P06700,Chrompet,802,2009,20-06-2009,182,1,1,3,Ab Normal,Yes,23-06-1999,1999,Commercial,ELO,No Access,RL,2.3,2.2,3.7,2.68,311944,150594,10756700,15922543.7,10,1.04,1.480244285
P02184,Chrompet,868,2011,22-11-2011,156,1,1,3,Normal Sale,Yes,26-11-1995,1995,Others,NoSewer ,Paved,RL,2.5,2.9,4.7,3.32,276485,147459,9216160,17261694.84,16,1.04,1.872981246
P08371,Chrompet,1052,2008,26-01-2008,45,1,1,3,Normal Sale,Yes,03-02-1973,1973,Others,ELO,No Access,RL,3.1,2.9,3,2.99,283632,44317,8863490,34976120.34,35,1.04,3.946088994
P02897,Chrompet,703,2011,03-07-2011,145,1,1,2,Normal Sale,Yes,12-07-1972,1972,Commercial,NoSewer ,Gravel,RM,4.3,2.2,2.5,2.92,339632,101889,11321050,52262110.17,39,1.04,4.616365988
P04979,Karapakkam,1034,2010,23-05-2010,13,1,1,3,Partial,Yes,31-05-1976,1976,Others,AllPub,Gravel,RM,4,2.7,4.7,3.89,289000,207719,9031250,34267419.45,34,1.04,3.794316341
P00346,T Nagar,1561,2014,20-06-2014,8,1,1,4,Partial,Yes,01-07-1969,1969,House,NoSewer ,Paved,RM,3.9,3.4,3.8,3.73,377902,170666,12190400,71206268.03,45,1.04,5.841175681
P02941,Adyar,1089,2011,25-06-2011,18,1,1,3,Adj Land,Yes,01-07-1984,1984,House,NoSewer ,No Access,C,3.2,4.4,2.6,3.14,293495,45153,7525505,21698804.64,27,1.04,2.883368576
P00806,Chrompet,885,2013,10-07-2013,106,1,1,3,Ab Normal,Yes,19-07-1977,1977,House,ELO,Paved,RL,3.9,2.9,3.8,3.47,222183,32916,8229000,33771260.99,36,1.04,4.103932554
P06422,Karapakkam,782,2009,22-08-2009,124,1,1,2,Adj Land,Yes,30-08-1979,1979,House,AllPub,Gravel,C,2.9,2.2,2.6,2.57,227639,107829,5990500,19429572.78,30,1.04,3.24339751
P01116,Anna Nagar,1837,2012,14-12-2012,66,2,1,5,Adj Land,Yes,25-12-1969,1969,Commercial,AllPub,Gravel,RM,2.3,3.5,4.9,3.64,673952,314511,22465060,121322450.2,43,1.04,5.400495268
P08070,KK Nagar,1974,2008,05-05-2008,199,3,2,5,Partial,Yes,08-05-1999,1999,Commercial,NoSewer ,Paved,RH,3.4,2.5,3.8,3.29,751181,367599,15982580,22748194.91,9,1.04,1.423311812
P06639,Velachery,1500,2009,09-07-2009,191,2,1,4,Adj Land,Yes,17-07-1978,1978,House,NoSewer ,Gravel,I,2,3.7,2.5,2.92,311823,91713,9171270,30935917.25,31,1.04,3.37313341
P07677,KK Nagar,1784,2008,05-09-2008,162,3,2,5,Partial,Yes,07-09-2001,2001,Commercial,AllPub,Paved,RL,3.1,2.1,4.5,3.36,549099,125508,15688540,20645048.36,7,1.04,1.315931779
P04362,Anna Nagar,1952,2010,16-09-2010,163,2,1,5,Adj Land,Yes,19-09-1998,1998,Commercial,AllPub,No Access,RH,4.6,2.5,4,3.835,629036,238600,21690890,34727813.74,12,1.04,1.601032219
P02828,Adyar,1135,2011,18-07-2011,174,1,1,3,Adj Land,Yes,24-07-1986,1986,Others,NoSewer ,No Access,A,2.4,2.3,3.7,3.03,311567,85681,7789175,20764665.71,25,1.04,2.665836331
